4	20
4.066799	20
4.467577	20
4.667843	20
5.068126	20
5.20133	20
5.26789	20
5.334419	20
5.400916	20
5.467379	20
5.600232	20
5.666622	20
5.998358	20
6.13068	20
6.196782	20
6.262833	20
6.394835	20
6.724355	20
6.790037	20
6.85567	20
6.921283	20
7.052545	20
7.380883	20
7.446608	20
7.578086	20
7.709599	20
7.906886	20
7.972657	20
8.104198	20
8.169966	20
8.301495	20
8.5648	20
8.630714	20
8.696629	20
8.828457	20
8.960285	20
9.289856	20
9.355927	20
9.752357	20
9.951126	20
10.08381	20
10.2166	20
10.3495	20
10.41598	20
10.48247	20
10.54897	20
10.68196	20
10.74846	20
10.81495	20
10.94794	20
11.08094	20
11.41342	20
11.54641	20
11.6794	20
11.87889	20
12.01188	20
12.14487	20
12.21137	20
12.27786	20
12.34436	20
12.47735	20
12.67684	20
12.94282	20
13.07581	20
13.14231	20
13.20881	20
13.3418	20
13.60778	20
13.74077	20
13.87376	20
13.94026	20
14.13975	20
14.27274	20
14.40573	20
14.60522	20
14.73821	20
15.00419	20
15.13719	20
15.20368	20
15.33667	20
15.46967	20
15.53616	20
15.66915	20
15.80215	20
15.93514	20
16.26762	20
16.40061	20
16.5336	20
16.73309	20
16.79958	20
16.93258	20
16.99907	20
17.13206	20
17.19856	20
17.53104	20
17.86352	20
17.99651	20
18.06301	20
18.196	20
18.26249	20
18.39548	20
18.46198	20
18.59497	20
18.86096	20
18.99395	20
19.12694	20
19.25993	20
19.32643	20
19.45942	20
19.52592	20
19.65891	20
19.7254	20
19.92489	20
20.05788	20
Check Returns True
20.12438	50
20.25737	50
20.32387	50
20.58985	50
20.65635	50
20.78934	50
20.92233	50
21.05532	50
21.25481	50
21.3213	50
21.58729	50
21.65378	50
21.78678	50
21.91977	50
21.98626	50
22.11926	50
22.18575	50
22.38524	50
22.51823	50
22.58473	50
22.71772	50
22.78421	50
22.85071	50
22.91721	50
23.0502	50
23.18319	50
23.31618	50
23.38268	50
23.51567	50
23.58216	50
23.64866	50
23.78165	50
23.84815	50
23.91464	50
23.98114	50
24.11413	50
24.18063	50
24.31362	50
24.5796	50
24.6461	50
24.71259	50
24.77912	50
24.91217	50
24.9787	50
25.24495	50
25.4449	50
25.5116	50
25.71175	50
25.84525	50
25.91202	50
25.9788	50
26.04559	50
26.17918	50
26.24597	50
26.37957	50
26.71355	50
26.84715	50
26.91395	50
27.04754	50
27.18113	50
27.31471	50
27.38149	50
27.51506	50
27.64863	50
27.71541	50
28.04933	50
28.1829	50
28.24968	50
28.31647	50
28.51682	50
28.65039	50
28.71717	50
28.85074	50
28.91752	50
29.05109	50
29.31823	50
29.45179	50
29.51858	50
29.65215	50
29.71893	50
29.98606	50
30.18642	50
30.31998	50
30.38677	50
30.52034	50
30.6539	50
30.78747	50
30.85426	50
30.92104	50
31.05461	50
31.38853	50
31.45531	50
31.52209	50
31.65566	50
31.72245	50
32.05637	50
32.18993	50
32.25672	50
32.39029	50
32.59064	50
32.65741	50
32.72417	50
32.79092	50
32.99114	50
33.12457	50
33.45797	50
33.52456	50
33.65763	50
33.72416	50
33.92377	50
33.99031	50
34.05684	50
34.18991	50
34.32299	50
34.45606	50
34.7222	50
34.85527	50
35.12142	50
35.18795	50
35.32103	50
35.38756	50
35.52063	50
35.58714	50
35.72015	50
35.91967	50
36.05268	50
36.11918	50
36.3187	50
36.3852	50
36.65123	50
36.71773	50
36.85074	50
36.91725	50
37.05026	50
37.38279	50
37.5158	50
37.5823	50
37.64881	50
37.98133	50
38.11435	50
38.24736	50
38.31386	50
38.44687	50
38.57988	50
38.64639	50
38.7794	50
38.84591	50
38.97892	50
39.24494	50
39.31144	50
39.37795	50
39.51096	50
39.64397	50
39.90999	50
40.10951	50
40.17601	50
40.57505	50
40.77456	50
40.90757	50
41.04058	50
41.10709	50
41.1736	50
41.30661	50
41.37311	50
41.43962	50
41.50612	50
41.70564	50
42.03817	50
42.23768	50
42.30419	50
42.37069	50
42.4372	50
42.57021	50
42.63671	50
42.90274	50
43.16876	50
43.23526	50
43.43478	50
43.50129	50
43.6343	50
43.90032	50
44.03333	50
44.16634	50
44.29935	50
44.69838	50
44.83146	50
44.89799	50
45.03106	50
45.16413	50
45.23067	50
45.36374	50
45.49681	50
45.62989	50
45.69642	50
45.82949	50
45.96257	50
46.0291	50
46.42832	50
46.56139	50
46.89407	50
47.02714	50
47.09368	50
47.22675	50
47.29329	50
47.35982	50
47.49289	50
47.55943	50
47.62597	50
47.75904	50
48.02518	50
48.15825	50
48.22479	50
48.29132	50
48.4244	50
48.75708	50
48.82361	50
48.89015	50
48.95668	50
49.15629	50
49.42244	50
49.55551	50
49.62204	50
49.68858	50
